number,state,title,url,created_at,updated_at,closed_at,merged_at,user,labels,seed_title_match,discovered_from_issue_timeline,referenced_seed_issues_in_body,base_ref,head_ref,merged,changed_files,additions,deletions,files_downloaded,reviews_downloaded,review_comments_downloaded,issue_comments_downloaded,body_excerpt
21897,closed,test: drop windows for TestGetModulesArchive due to flakiness,https://github.com/coder/coder/pull/21897,2026-02-03T16:16:38Z,2026-02-04T14:30:14Z,2026-02-04T14:30:03Z,2026-02-04T14:30:03Z,Emyrk,,True,False,,main,stevenmasley/TestGetModulesArchive_windows,True,1,3,0,1,2,1,0,Coder is run in a linux container almost always anyway Closes https://github.com/coder/internal/issues/1325
21981,closed,chore: fix pty-max-limit flake,https://github.com/coder/coder/pull/21981,2026-02-06T19:30:01Z,2026-02-18T14:21:39Z,2026-02-17T19:41:30Z,,evgeniy-scherbina,,True,False,,main,yevhenii/pty-limit-flake,False,17,183,43,17,8,14,3,"# Fix PTY exhaustion flake in parallel tests ## Problem Tests were flaking due to PTY exhaustion when running in parallel, particularly on macOS. The issue manifested in `TestNewServer_CloseActiveConnections/Shutdown` where multiple parallel test packages would exhaust the system's PTY limit (`kern.tty.ptmx_max` on macOS, typically 511), causing tests to fail with PTY creation errors. ## Solution Implemented a semaphore-based PTY limit that restricts the number of concurrent PTYs created during "
22147,closed,chore: fix pty-max-limit flake,https://github.com/coder/coder/pull/22147,2026-02-17T16:55:57Z,2026-02-18T13:38:47Z,2026-02-18T13:38:35Z,2026-02-18T13:38:35Z,evgeniy-scherbina,,True,False,,main,yevhenii/pty-limit-flake-v2,True,1,8,0,1,3,2,0,"### Notes - Closes https://github.com/coder/internal/issues/558 - I closed previous attempt with `ptySemaphore`: https://github.com/coder/coder/pull/21981 - We can consider implementing the retries proposed by Spike in: https://github.com/coder/coder/pull/21981#pullrequestreview-3783200423, if increasing the limit isn’t enough. - I looked into Datadog — this particular test doesn’t seem very flaky right now. It failed once in the Nightly gauntlet (3 weeks ago), but it hasn’t failed again in the "
22412,closed,flake: increase test timeout for TemplateVersionEditorPage tests,https://github.com/coder/coder/pull/22412,2026-02-27T20:54:42Z,2026-02-28T00:16:17Z,2026-02-28T00:16:09Z,2026-02-28T00:16:09Z,jeremyruppel,,True,False,,main,flake/template-version-editor-page,True,1,1,1,1,1,0,1,"TemplateVersionEditorPage tests have been flaking since I ported them to vitest in 99a4ecd. Turns out our test timeout on jest is 20s (presumably for these sorts of page-level journey tests). I kinda like the current 5s timeout as it forces us to write speedy tests, but I think in this case it's unavoidable and makes sense to lengthen the timeout just for these tests. Hopefully fixes coder/internal#1369 You may want the whitespaceless diff here: https://github.com/coder/coder/pull/22412/changes?"
22413,closed,fix(e2e): fix flaky verifyParameters assertion in updateWorkspace test,https://github.com/coder/coder/pull/22413,2026-02-27T21:04:40Z,2026-02-27T21:32:28Z,2026-02-27T21:32:17Z,2026-02-27T21:32:16Z,blinkagent[bot],,True,False,,main,fix/e2e-verify-parameters-flake,True,1,10,2,1,1,0,0,"## Problem The `update workspace, new required, mutable parameter added` e2e test has been flaking consistently ([internal#1328](https://github.com/coder/internal/issues/1328)). The error: ``` Error: Timed out 5000ms waiting for expect(locator).toHaveValue(expected) Locator: getByTestId('parameter-field-Sixth parameter').locator('input') Expected string: ""99"" Received string: """" ``` ## Root Cause A race between page navigation and data hydration in `verifyParameters`: 1. The page navigates with "
22491,closed,test(cli): fix flaky TestProvisioners_Golden,https://github.com/coder/coder/pull/22491,2026-03-02T15:47:27Z,2026-03-03T08:47:46Z,2026-03-03T08:47:35Z,2026-03-03T08:47:35Z,mafredri,,True,False,,main,flaky-tests-h70r,True,1,26,6,1,1,0,0,"`now := dbtime.Now()` used for synthetic test data can land before the real jobs' DB-assigned `CreatedAt` when NTP steps the clock backwards. This shifts UUID index assignments in `updateReplaceUUIDs` and breaks golden file comparisons. Confirmed via [CI logs](https://github.com/coder/coder/actions/runs/22529771802) showing a ~1.9s clock regression on macOS during `completeWorkspaceBuildJob`. Fix: derive synthetic timestamps from the latest real job's `CreatedAt` instead of the wall clock, which"
22557,closed,flake: verify parameters in parallel in e2e tests,https://github.com/coder/coder/pull/22557,2026-03-03T16:10:33Z,2026-03-03T19:56:50Z,2026-03-03T19:56:41Z,2026-03-03T19:56:41Z,jeremyruppel,,True,False,,main,flake/verify-parameters,True,1,53,44,1,1,0,0,"This is an attempt to address coder/internal#1154 Tests appear to fail often on `verifyParameters`, which asserts input visibility and value in series for all expected parameters. This change makes the same assertions in parallel, hopefully completing before timeout."
22569,closed,flake: add page event logging to e2e tests,https://github.com/coder/coder/pull/22569,2026-03-03T18:42:48Z,2026-03-04T12:39:30Z,2026-03-04T12:39:21Z,2026-03-04T12:39:20Z,jeremyruppel,,True,False,,main,flake/enable-playwright-trace,True,1,12,0,1,2,1,0,"I'm having a hard time reproducing [this Heisenbug](https://github.com/coder/internal/issues/1154) in PR CI, but it seems to happen pretty often on main, so I would like to add some logging for a few more page events to the ones we already have. Also please forgive the branch name, it was named many iterations and experiments ago 🍃"
22639,closed,fix(coderd): fix flaky TestGetUserStatusCounts timezone boundary,https://github.com/coder/coder/pull/22639,2026-03-05T01:42:29Z,2026-03-05T02:02:08Z,2026-03-05T02:01:57Z,2026-03-05T02:01:56Z,kylecarbs,,True,False,,main,fix/flaky-user-status-counts-test,True,1,7,1,1,1,0,0,"## Problem `TestGetUserStatusCounts/OK_when_offset_is_provided_without_timezone` fails intermittently in CI: ``` Error: Should be zero, but was 1 Test: TestGetUserStatusCounts/OK_when_offset_is_provided_without_timezone ``` ## Root Cause The `happyResponseCheck` asserts `count=0` for all 61 dates. The test creates a first user, which inserts a `user_status_changes` row with `new_status=active` and `changed_at=now()`. The query computes its date range using the requested timezone/offset: ```go ne"
22654,closed,chore(cli): fix flaky temporal assertion in TestTokens,https://github.com/coder/coder/pull/22654,2026-03-05T09:53:21Z,2026-03-05T10:19:09Z,2026-03-05T10:18:52Z,2026-03-05T10:18:52Z,johnstcn,,True,False,,main,cj/flake/1379,True,1,2,1,1,3,0,0,Fixes https://github.com/coder/internal/issues/1379
22740,closed,fix(site): fix flaky TemplateVariablesPage submit test,https://github.com/coder/coder/pull/22740,2026-03-06T23:16:58Z,2026-03-06T23:25:20Z,2026-03-06T23:25:12Z,2026-03-06T23:25:12Z,kylecarbs,,True,False,,main,fix/template-variables-test-flake,True,1,8,0,1,1,0,0,"## Root Cause The `createAndBuildTemplateVersion` mutation calls `waitBuildToBeFinished`, which polls `getTemplateVersion` behind a real `delay()` call: ```ts await delay(jobStatus === ""pending"" ? 250 : 1000); ``` On the first iteration, `jobStatus` is `undefined` (not `""pending""`), so the delay is **1000 ms**. The `waitFor` assertion in the test uses the default `@testing-library` timeout, which is also **1000 ms**. The `toast.success` call fires right at or after the timeout boundary, making t"
22883,closed,test(cli): fix flaky TestGitSSH/Local_SSH_Keys on Windows CI,https://github.com/coder/coder/pull/22883,2026-03-10T09:46:51Z,2026-03-10T10:12:26Z,2026-03-10T10:12:15Z,2026-03-10T10:12:15Z,mafredri,,True,False,,main,fix/flaky-test-gitssh-local-ssh-keys,True,1,2,2,1,1,0,0,"The `TestGitSSH/Local_SSH_Keys` test was flaking on Windows CI with a context deadline exceeded error when calling `client.GitSSHKey(ctx)`. Two issues contributed to the flake: 1. `prepareTestGitSSH` called `coderdtest.AwaitWorkspaceAgents` without passing the caller's context. This created a separate internal 25s timeout, wasting time budget independently of the setup context. Changed to use `NewWorkspaceAgentWaiter(...).WithContext(ctx).Wait()` so the agent wait shares the caller's timeout. 2."
22893,closed,fix(chatd): fix flaky TestCloseDuringShutdownContextCanceledShouldRetryOnNewReplica,https://github.com/coder/coder/pull/22893,2026-03-10T13:45:15Z,2026-03-10T14:22:50Z,2026-03-10T14:22:39Z,2026-03-10T14:22:39Z,kylecarbs,,True,False,,main,fix-flaky-chatd-shutdown-test,True,2,53,2,2,1,0,1,"Fixes https://github.com/coder/internal/issues/1371 ## Root causes Two independent races cause this test to flake at ~2–3/1000: ### 1. Title-generation requests racing with the streaming request counter `maybeGenerateChatTitle` fires in a `context.WithoutCancel` goroutine (line 2130) and makes a **non-streaming** request to the mock OpenAI handler. The test handler was not filtering by request type, so these title requests incremented the `requestCount` atomic — throwing off the coordination log"
22910,closed,fix: increase migration lock timeout to prevent flaky parallel test,https://github.com/coder/coder/pull/22910,2026-03-10T15:38:40Z,2026-03-10T15:53:48Z,2026-03-10T15:51:46Z,2026-03-10T15:51:46Z,kylecarbs,,True,False,,main,fix/migrate-parallel-lock-timeout,True,1,8,0,1,1,0,0,"## Problem `TestMigrate/Parallel` flakes with: ``` timeout: can't acquire database lock ``` ## Root Cause The test runs two concurrent `migrations.Up(db)` calls on the same database. golang-migrate wraps every `Lock()` call with a [15-second timeout](https://github.com/golang-migrate/migrate/blob/v4.19.0/migrate.go#L29) (`DefaultLockTimeout`). Our `pgTxnDriver.Lock()` uses `pg_advisory_xact_lock`, which blocks until the lock is available. With 430+ migrations, the first caller can hold the lock "
23147,closed,fix(cored): fix flaky TestInterruptAutoPromotionIgnoresLaterUsageLimitIncrease,https://github.com/coder/coder/pull/23147,2026-03-17T06:59:12Z,2026-03-17T08:08:32Z,2026-03-17T08:08:23Z,2026-03-17T08:08:23Z,ibetitsmike,,True,False,,main,fix/flake-interrupt-autopromote-later-usage-limit,True,1,13,8,1,1,0,0,"Fixes https://github.com/coder/internal/issues/1406 ## Root cause The second `SendMessage(""later queued"")` was called after waiting for the `interrupted` channel. By that point, the auto-promoted ""queued"" message's `processChat` could complete (request #2 returns instantly via `OpenAIStreamingResponse`), leaving the chat in `Waiting` status with an empty queue. `shouldQueueUserMessage(Waiting)` returns `false` and `len(existingQueued) == 0`, so the message was inserted directly instead of queued"
23375,closed,fix: resolve flaky TestAgent_Session_TTY_MOTD_Update,https://github.com/coder/coder/pull/23375,2026-03-20T16:39:28Z,2026-03-20T19:33:19Z,2026-03-20T19:33:10Z,2026-03-20T19:33:10Z,mafredri,,True,False,,main,mafredri/fix-flaky-motd-update,True,1,21,9,1,1,0,0,"## Problem `TestAgent_Session_TTY_MOTD_Update` flakes intermittently under `-race` in CI ([coder/internal#1417](https://github.com/coder/internal/issues/1417)). Failing subtests show `(unknown)` duration, meaning the test binary was killed by timeout. No race detector warnings or assertion failures were captured. ## Root Cause The test used a 5ms `ServiceBannerRefreshInterval`, which under the race detector (~10x overhead) created: - **200 DRPC calls/second**, each creating a new connection (Pip"
23416,closed,fix(site): fix flaky UsageUserDrillIn story assertion,https://github.com/coder/coder/pull/23416,2026-03-23T08:26:35Z,2026-03-23T08:45:39Z,2026-03-23T08:45:30Z,2026-03-23T08:45:30Z,ethanndickson,,True,False,,main,fix/usage-user-drill-in-flaky-story,True,1,10,14,1,2,1,0,"## Problem The `UsageUserDrillIn` play function in `AgentSettingsPageView.stories.tsx` flakes in Chromatic (noticed in #23282). After clicking a user row to drill into the detail view, sync assertions fire before React finishes the state transition — element not found. <img width=""1110"" height=""649"" alt=""image"" src=""https://github.com/user-attachments/assets/8b5c36c2-09c4-4dd6-a280-ab6379c1464e"" /> ### Root cause The play function clicks ""Alice Liddell"" and then waits with `findByText(""Alice Lid"
23448,closed,fix(coderd/x/chatd): stabilize auto-promotion flake,https://github.com/coder/coder/pull/23448,2026-03-23T16:14:11Z,2026-03-23T19:18:09Z,2026-03-23T19:17:58Z,2026-03-23T19:17:58Z,ibetitsmike,,True,False,,main,mike/chatd-autopromotion-flake,True,2,63,80,2,6,5,0,"TestInterruptAutoPromotionIgnoresLaterUsageLimitIncrease still relied on wall-clock polling after the acquire loop moved to a mock clock, so it could assert before chatd finished its asynchronous cleanup and auto-promotion work. Wait on explicit request-start signals and on the server's in-flight chat work before asserting the intermediate and final database state. This keeps the test synchronized with the actual processor lifecycle instead of scheduler timing. Closes https://github.com/coder/in"
23655,closed,fix(site/e2e): fix flaky updateTemplate test expecting transient URL,https://github.com/coder/coder/pull/23655,2026-03-26T04:25:43Z,2026-03-26T04:32:55Z,2026-03-26T04:32:44Z,2026-03-26T04:32:44Z,ethanndickson,,True,False,,main,fix/flaky-update-template-e2e,True,1,1,1,1,1,0,0,"_PR generated by Mux but reviewed by a human_ ## Problem The e2e test `template update with new name redirects on successful submit` is flaky. After saving template settings, the app navigates to `/templates/<name>`, which immediately redirects to `/templates/<name>/docs` via the router's index route (`<Navigate to=""docs"" replace />`). The assertion used `expect.poll()` with `toHavePathNameEndingWith(`/${name}`)`, which matches only the **transient intermediate URL** — it only exists while `Temp"
23681,closed,fix(site): fix StreamingCodeFence storybook flake,https://github.com/coder/coder/pull/23681,2026-03-26T16:41:12Z,2026-03-26T17:00:58Z,2026-03-26T17:00:47Z,2026-03-26T17:00:47Z,DanielleMaywood,,True,False,,main,dm/fix-streaming-code-fence-storybook-flake,True,1,10,4,1,1,0,1,"> 🤖 This PR was written by Coder Agent on behalf of Danielle Maywood 🤖 The `StreamingCodeFence` play test used `findByText` to look for text inside a `<diffs-container>` web component whose content lives in Shadow DOM. `testing-library` queries can't reach into Shadow DOM, so the assertion timed out non-deterministically. Switches to `querySelector` for the web component element wrapped in `waitFor`, which correctly asserts the code fence was parsed into a FileViewer rather than rendered as raw "
23762,closed,test(coderd/x/chatd): avoid zero-ttl config cache flake,https://github.com/coder/coder/pull/23762,2026-03-30T05:39:37Z,2026-03-30T10:01:57Z,2026-03-30T06:51:51Z,2026-03-30T06:51:51Z,ethanndickson,,True,False,,main,config-cache-6542,True,1,1,1,1,1,0,0,"This fixes a flaky `TestConfigCache_UserPrompt_ExpiredEntryRefetches` by making the seeded user prompt entry unambiguously expired before the cache lookup runs. The test previously inserted a `tlru` entry with a zero TTL, which depends on `Set` and `Get` landing in different clock ticks. Switching that seed entry to a negative TTL keeps the bounded `tlru` cache behavior while removing the same-tick race. Close https://github.com/coder/internal/issues/1431"
23816,closed,fix: stabilize flaky chatd subscribe/promote queued tests,https://github.com/coder/coder/pull/23816,2026-03-30T17:30:24Z,2026-03-30T18:24:01Z,2026-03-30T18:23:47Z,2026-03-30T18:23:47Z,kylecarbs,,True,False,,main,fix/chatd-flaky-tests,True,1,46,11,1,1,0,0,"## Summary Fixes three flaky chatd tests that intermittently fail due to timing races with the background run loop. Closes coder/internal#1428 ## Root Cause `CreateChat` and `PromoteQueued` call `signalWake()` which writes to `wakeCh`, triggering `processOnce` immediately. Even though `newTestServer` sets `PendingChatAcquireInterval: testutil.WaitLong` to prevent ticker-based polling, the wake channel bypasses this. This causes `processOnce` to acquire and process the chat concurrently with the "
23830,closed,fix: resolve TestScheduleOverride/extend flake caused by timezone hour boundary race,https://github.com/coder/coder/pull/23830,2026-03-30T22:17:35Z,2026-04-01T06:53:14Z,2026-04-01T06:53:04Z,2026-04-01T06:53:04Z,DanielleMaywood,,True,False,,main,fix/schedule-override-flake,True,1,13,2,1,1,0,0,"> 🤖 This PR was written by Coder Agent on behalf of Danielle Maywood 🤖 Fixes https://github.com/coder/internal/issues/559 ## Problem `TestScheduleOverride/extend` flakes when the CI runner's clock is near a UTC `:30` minute boundary. The test captured `time.Now()` before running the CLI command, then independently computed the expected deadline as `now + 10h` formatted in `Asia/Kolkata` (+05:30). The CLI `schedule extend` command internally calls its own `time.Now()` seconds-to-minutes later to "
23843,closed,fix(coderd/x/chatd): stabilize flaky request-count assertion in round-trip test,https://github.com/coder/coder/pull/23843,2026-03-31T09:12:59Z,2026-03-31T11:09:22Z,2026-03-31T11:09:11Z,2026-03-31T11:09:11Z,ibetitsmike,,True,False,,main,mike/fix-chatd-flaky-request-count,True,1,11,2,1,1,0,0,"The flaky test assumed the second streamed OpenAI request had already been captured when the chat status event arrived. In practice, the capture server can record that second request slightly later, which intermittently left `streamRequestCount` at `1`. This change waits for the second captured request before asserting on the follow-up payload and relaxes the count check to a sanity check. The test still verifies the `store=false` round-trip behavior without depending on that timing race. Fixes "
23877,closed,test(coderd/x/chatd): remove flaky OpenAI round-trip tests,https://github.com/coder/coder/pull/23877,2026-03-31T20:09:29Z,2026-03-31T21:05:10Z,2026-03-31T21:04:57Z,2026-03-31T21:04:57Z,ibetitsmike,,True,False,,main,mike/remove-chatd-openai-roundtrip-tests,True,1,0,322,1,1,0,0,These OpenAI reasoning + web search round-trip integration tests keep flaking in CI even after the recent timing fix. Remove both variants from `coderd/x/chatd/integration_test.go` and drop the now-unused fake upstream capture code. Closes https://github.com/coder/internal/issues/1433
23893,closed,fix: stabilize flaky visual stories,https://github.com/coder/coder/pull/23893,2026-04-01T10:15:18Z,2026-04-01T10:51:16Z,2026-04-01T10:51:06Z,2026-04-01T10:51:06Z,DanielleMaywood,,True,False,,main,daniellemaywood/fix-flaky-visual-stories,True,2,14,0,2,1,0,1,"> 🤖 This PR was written by Coder Agent on behalf of Danielle Maywood 🤖 Two fixes for flaky Chromatic visual tests: **Scroll stories** — All 6 `AgentChatPageView` scroll stories (`ScrollToBottomButton`, `ScrollPositionPreservedOnNewContent`, `ScrollPinnedToBottomOnNewContent`, `ScrollNotJumpedDuringTouch`, `ScrollNotJumpedDuringWheel`, `ScrollRepinnedAfterWheelDeferredAppend`) now have `chromatic: { disableSnapshot: true }`. These stories test scroll behavior via play functions and produce non-de"
24008,closed,fix(coderd/x/chatd): TestAwaitSubagentCompletion/ContextCanceled flake,https://github.com/coder/coder/pull/24008,2026-04-03T10:01:40Z,2026-04-03T11:11:56Z,2026-04-03T11:11:38Z,2026-04-03T11:11:38Z,hugodutka,community,True,False,,main,hugodutka/flake-context-canceled,True,1,15,8,1,1,0,0,Addresses https://github.com/coder/internal/issues/1437
24066,closed,fix(coderd/x/chatd): fix flaky TestAwaitSubagentCompletion/CompletesViaPubsub,https://github.com/coder/coder/pull/24066,2026-04-07T01:55:59Z,2026-04-07T02:04:59Z,2026-04-07T02:04:48Z,2026-04-07T02:04:48Z,kylecarbs,,True,False,,main,fix/flaky-completes-via-pubsub,True,1,10,5,1,1,0,0,"## Fix flaky TestAwaitSubagentCompletion/CompletesViaPubsub Fixes coder/internal#1435 ### Root Cause During `createParentChildChats`, the processor publishes notifications on `ChatStreamNotifyChannel(child.ID)` via PostgreSQL `LISTEN/NOTIFY`. After `drainInflight()` returns, these stale notifications can still be buffered in the pgListener's `NotifyChan()`. When `awaitSubagentCompletion` subscribes and a stale notification is dispatched between `setChatStatus(Waiting)` and `insertAssistantMessag"
24084,closed,fix: resolve `<LogLine />` storybook flake,https://github.com/coder/coder/pull/24084,2026-04-07T11:14:50Z,2026-04-07T14:17:23Z,2026-04-07T14:17:06Z,2026-04-07T14:17:06Z,jakehwll,community,True,False,,main,jakehwll/ENG-2365-logs-created-at-flake,True,1,7,5,1,1,0,0,This pull-request ensures we have a stable test where the content doesn't change every time we have a new storybook artifact by setting it to a consistent date. Closes https://github.com/coder/internal/issues/1454
24108,closed,fix(enterprise/coderd/x/chatd): harden TestSubscribeRelayEstablishedMidStream against CI flakes,https://github.com/coder/coder/pull/24108,2026-04-07T17:22:53Z,2026-04-07T17:41:46Z,2026-04-07T17:41:34Z,2026-04-07T17:41:34Z,kylecarbs,,True,False,,main,fix/flake-subscribe-relay-mid-stream,True,1,36,9,1,1,0,0,"Fixes coder/internal#1455 Three changes to eliminate the timing-sensitive flake in `TestSubscribeRelayEstablishedMidStream`: 1. **Reduce `PendingChatAcquireInterval` from `time.Hour` to `time.Second`.** The primary trigger is still `signalWake()` from `SendMessage`, but a short fallback poll ensures the worker picks up the pending chat even under heavy CI goroutine scheduling contention. 2. **Increase context timeout from `WaitLong` (25s) to `WaitSuperLong` (60s).** The worker pipeline (model re"
24112,closed,fix: resolve Test_batcherFlush/RetriesOnTransientFailure flake,https://github.com/coder/coder/pull/24112,2026-04-07T17:54:21Z,2026-04-07T18:46:37Z,2026-04-07T18:46:26Z,2026-04-07T18:46:26Z,sreya,,True,False,,main,fix/flake-connectionlog-retry,True,2,25,19,2,1,0,0,fixes https://github.com/coder/internal/issues/1452
24122,closed,fix: resolve TestExecutorAutostartOK flake caused by hour-boundary race,https://github.com/coder/coder/pull/24122,2026-04-07T21:04:37Z,2026-04-19T00:16:21Z,2026-04-19T00:16:21Z,,DanielleMaywood,stale,True,False,,main,fix/flake-executor-autostart-ok,False,1,20,3,1,0,0,0,"Fixes https://github.com/coder/internal/issues/1456 ## Root Cause When a workspace build completes, `provisionerdserver.completeWorkspaceBuildJob` sets `next_start_at` using the **wall-clock completion time** (`s.timeNow()`): ```go now := s.timeNow() nextStartAt, _ := schedule.NextAllowedAutostart(now, ...) ``` The test was computing the tick time from **build creation time**: ```go tickTime := sched.Next(workspace.LatestBuild.CreatedAt) ``` When build creation and completion straddle an hour bo"
24240,closed,fix: resolve idle timeout recording test flake on macOS,https://github.com/coder/coder/pull/24240,2026-04-10T13:40:37Z,2026-04-10T18:25:22Z,2026-04-10T18:25:13Z,2026-04-10T18:25:13Z,kylecarbs,,True,False,,main,fix/idle-timeout-flake,True,1,15,3,1,1,0,0,"Fixes https://github.com/coder/internal/issues/1461 Two synchronization issues caused `TestPortableDesktop_IdleTimeout_StopsRecordings` (and the `MultipleRecordings` variant) to flake on macOS CI: 1. **`clk.Advance(idleTimeout)` was not awaited.** In `MultipleRecordings`, both idle timers fire simultaneously but their `fire()` goroutines race to remove themselves from the mock clock's event list. Without `MustWait`, the second timer may still be in `m.all` when the next `Advance` is called, caus"
24298,closed,fix: resolve flaky TestWatchChats/DiffStatusChangeIncludesDiffStatus,https://github.com/coder/coder/pull/24298,2026-04-13T13:49:46Z,2026-04-13T14:21:11Z,2026-04-13T14:20:58Z,2026-04-13T14:20:57Z,kylecarbs,,True,False,,main,fix/flake-test-watch-chats-diff-status,True,1,43,19,1,1,0,0,"## Problem `TestWatchChats/DiffStatusChangeIncludesDiffStatus` flakes with: ``` failed to read JSON message: failed to get reader: context deadline exceeded ``` Tracker: https://github.com/coder/internal/issues/1467 ## Root Cause The test published a pubsub event **once**, immediately after `client.Dial()` returned. However, `Dial` completes as soon as the HTTP upgrade finishes — before the server-side `watchChats` handler has called `SubscribeWithErr` on the pubsub channel. When the publish rac"
24459,closed,fix(site): fix flaky TemplateVariablesPage submit test,https://github.com/coder/coder/pull/24459,2026-04-17T06:00:46Z,2026-04-21T13:24:46Z,2026-04-21T13:24:28Z,2026-04-21T13:24:28Z,jakehwll,,True,False,,main,fix/flaky-template-variables-submit-test,True,1,7,1,1,1,0,0,"> 🤖 This PR was written by Coder Agent on behalf of Jake Howell Closes https://github.com/coder/internal/issues/1373 The `updateActiveTemplateVersion` mutation awaits `queryClient.invalidateQueries` in its `onSuccess` callback, which refetches the template-by-name query. With `mockResolvedValueOnce` the refetch fell through to the real `API.getTemplateByName` implementation (axios → MSW), adding non-deterministic latency that pushed `toast.success` past the `waitFor` timeout under CI load. Fix: "
24480,closed,fix(site): fix flaky CreateWorkspacePage tests,https://github.com/coder/coder/pull/24480,2026-04-17T13:18:37Z,2026-04-17T21:04:31Z,2026-04-17T21:04:14Z,2026-04-17T21:04:14Z,DanielleMaywood,,True,False,,main,fix/create-workspace-flaky-tests,True,1,31,34,1,16,16,1,"> [!NOTE] > 🤖 This PR was written by Coder Agent on behalf of Danielle Maywood Fixes coder/internal#1472 and fixes coder/internal#1473. Three flaky/smelly patterns in `CreateWorkspacePage.test.tsx`: **Redundant `waitFor` around `userEvent` (internal#1472)** Most removed `waitFor` blocks wrapped only `userEvent.clear`/`type`/`click` with no assertion — `waitFor` resolves on the first pass when the callback doesn't throw, so these weren't causing retries, just clutter. Cleaning them up matches tes"
24572,closed,fix(coderd): fix TestPatchChat/Title flake by waiting for chat to settle,https://github.com/coder/coder/pull/24572,2026-04-21T14:36:34Z,2026-04-21T16:10:10Z,2026-04-21T16:10:00Z,2026-04-21T16:10:00Z,jaaydenh,,True,False,,main,flake-fix-70fc,True,1,24,0,1,2,1,2,"## Problem `TestPatchChat/Title/Rename` and `TestPatchChat/Title/TrimsWhitespace` fail intermittently on `test-go-pg` with: ``` PATCH .../api/experimental/chats/<id>: unexpected status code 409: Title regeneration already in progress for this chat. ``` `createChat` persists a chat with `ChatStatusPending` and signals the daemon wake loop. If the `UpdateChat` PATCH arrives before the daemon transitions the chat past `Pending`/`Running`, the handler's `acquireManualTitleLock` returns a 409. Whethe"
24593,closed,fix: fix flaky TestExpAgentsE2E/ExistingChatHistory,https://github.com/coder/coder/pull/24593,2026-04-21T20:49:47Z,2026-05-06T00:23:04Z,2026-05-06T00:23:04Z,,Shelnutt2,stale,True,False,,main,fix/e2e-existing-chat-history-flake,False,3,29,2,3,0,0,1,"Fixes https://linear.app/codercom/issue/ENG-2509 ## Changes Three root causes for the flake, all addressed: 1. **Mock OpenAI server**: `seedChat` triggers the chatd processor which hit the real OpenAI API with a fake key (`test-api-key`), producing an auth error that rendered an `error` banner in the TUI and polluted PTY output. Added a `chattest.NewOpenAI` mock so processing completes cleanly. 2. **Stable header match**: The PTY expect for `""direct open seed""` was racy because the mock's title "
24661,closed,fix(cli): fix flaky TestExpAgentsE2E/ExistingChatHistory,https://github.com/coder/coder/pull/24661,2026-04-23T08:22:14Z,2026-04-23T10:25:34Z,2026-04-23T10:25:24Z,2026-04-23T10:25:24Z,johnstcn,,True,False,,main,fix/exp-agents-e2e-flake,True,1,7,1,1,1,0,0,"- Remove racy sequential `expect(""esc"")` after `expect(""direct open seed"")` - Both strings appear in the same initial PTY render; their byte-stream order depends on async title generation timing - The seed text alone proves we are in the chat view; pressing esc + expecting `enter: open` confirms list navigation > 🤖"
24666,closed,fix(coderd/x/chatd): fix flaky TestSpawnComputerUseAgentInheritsContext,https://github.com/coder/coder/pull/24666,2026-04-23T11:05:42Z,2026-04-23T12:18:30Z,2026-04-23T12:18:18Z,2026-04-23T12:18:18Z,johnstcn,,True,False,,main,fix/flaky-spawn-computer-use-context,True,1,6,0,1,4,3,1,"Fixes flaky `TestSpawnComputerUseAgentInheritsContext`. - The test inserts an Anthropic provider directly into the DB after `CreateChat` has already been called - The server's background goroutine may have already cached the provider list (OpenAI only) via `configCache.EnabledProviders()` with a 10s TTL - The direct DB insert bypasses the pubsub event that production uses to invalidate the cache - `isAnthropicConfigured()` returns the stale cached result, making `computer_use` appear unavailable"
24671,closed,fix(agent/x/agentdesktop): flaky TestPortableDesktop_StopRecording_WithThumbnail,https://github.com/coder/coder/pull/24671,2026-04-23T12:37:25Z,2026-04-23T12:54:16Z,2026-04-23T12:54:06Z,2026-04-23T12:54:06Z,hugodutka,,True,False,,main,hugodutka/fix-internal-1462,True,1,6,2,1,1,0,0,Fixes https://github.com/coder/internal/issues/1462
24796,closed,fix(site/e2e): backport verifyParameters flake fixes to 2.29,https://github.com/coder/coder/pull/24796,2026-04-28T19:14:04Z,2026-04-28T19:23:35Z,2026-04-28T19:23:26Z,2026-04-28T19:23:26Z,f0ssel,,True,False,,release/2.29,backport/verify-params-flake-fixes-2.29,True,1,71,41,1,1,0,0,"Backports three incremental fixes to `verifyParameters` in `site/e2e/helpers.ts` from `main` to `release/2.29`. These fix a consistent e2e flake in `create workspace and overwrite default parameters` that blocks [#24769](https://github.com/coder/coder/pull/24769). ## Root cause `verifyParameters` navigated with `waitUntil: ""domcontentloaded""`, so the form rendered with the default parameter value (`""abc""`) from the React Query cache before the actual build parameter value (`""AAAAA""`) arrived fro"
